name_species,family,habitat<500m,status,littoral,El_Hierro,La_Palma,La_Gomera,Tenerife,Gran_Canaria,Fuerteventura,Lanzarote,#islands,sindrome,thalassochory
Limonium_ovalifolium,Plumbaginaceae,1,NS,presence,0,0,0,0,0,1,1,2,multic,0.5
Limonium_papillatum,Plumbaginaceae,1,NS,presence,0,0,0,0,0,1,1,2,multic,0.5
Beta_macrocarpa,Chenopodiaceae,1,NP,,0,1,0,1,1,1,1,5,THA,1
Beta_maritima,Chenopodiaceae,1,NP,,1,1,1,1,1,1,1,7,THA,1
Limonium_pectinatum,Plumbaginaceae,1,NS,presence,1,1,1,1,1,0,0,5,multic,0.5
Calystegia_soldanella,Convolvulaceae,1,NP,,0,0,0,0,0,0,1,1,THA,1
Limonium_puberulum,Plumbaginaceae,1,End,presence,0,0,0,0,0,1,1,2,multic,0.5
Limonium_relicticum,Plumbaginaceae,1,End,presence,0,0,1,0,0,0,0,1,multic,0.5
Limonium_tuberculatum,Plumbaginaceae,1,NS,presence,0,0,0,0,1,1,0,2,multic,0.5
Reichardia_crystallina,Asteraceae,1,End,presence,0,0,0,1,1,0,0,2,multic,0.5
Reichardia_ligulata,Asteraceae,1,End,presence,1,1,1,1,1,1,0,6,multic,0.5
Gymnocarpos_decandrus,Caryophyllaceae,1,NS,,0,0,1,1,1,1,1,5,THA,1
Herniaria_canariensis,Caryophyllaceae,1,End,,0,0,0,1,0,0,0,1,THA,1
Reichardia_tingitana,Asteraceae,1,NP,presence,0,1,1,1,1,1,1,6,multic,0.5
Arthrocnemum_macrostachyum,Chenopodiaceae,1,NS,presence,0,0,0,1,1,1,1,4,THA,1
Juncus_acutus,Juncaceae,1,NP,,0,1,1,1,1,1,1,6,THA,1
Maytenus_canariensis,Celastraceae,1,End,,1,1,1,1,1,1,0,6,THA,1
Pancratium_canariense,Amaryllidaceae,1,End,,1,1,1,1,1,1,1,7,THA,1
Atriplex_glauca,Chenopodiaceae,1,NP,presence,1,0,1,1,1,1,1,6,THA,1
Patellifolia_patellaris,Chenopodiaceae,1,NS,,1,1,1,1,1,1,1,7,THA,1
Atriplex_halimus,Chenopodiaceae,1,NP,presence,0,0,0,1,1,1,1,4,THA,1
Cakile_maritima,Brassicaceae,1,NP,presence,0,0,0,1,1,1,1,4,THA,1
Chenoleoides_tomentosa,Chenopodiaceae,1,NS,presence,1,1,0,1,1,1,1,6,THA,1
Crithmum_maritimum,Apiaceae,1,NS,presence,1,1,1,1,1,1,0,6,THA,1
Frankenia_boissieri,Frankeniaceae,1,NS,presence,0,0,0,0,1,1,1,3,THA,1
Frankenia_capitata,Frankeniaceae,1,NS,presence,1,1,1,1,1,1,1,7,THA,1
Frankenia_ericifolia,Frankeniaceae,1,NS,presence,1,1,1,1,1,1,1,7,THA,1
Herniaria_fontanesii,Caryophyllaceae,1,NP,presence,0,0,0,1,1,1,0,3,THA,1
Herniaria_hartungii,Caryophyllaceae,1,End,presence,0,0,0,0,0,1,0,1,THA,1
Pancratium_maritimum,Amaryllidaceae,1,NP,presence,0,0,0,0,0,1,1,2,THA,1
Patellifolia_procumbens,Chenopodiaceae,1,NS,presence,1,1,1,1,1,1,1,7,THA,1
Patellifolia_webbiana,Chenopodiaceae,1,End,presence,1,0,1,1,1,1,1,6,THA,1
Aaronsohnia_pubescens,Asteraceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Adenocarpus_foliolosus,Fabaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Aeonium_appendiculatum,Crassulaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Aeonium_arboreum,Crassulaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Aeonium_balsamiferum,Crassulaceae,1,End,,0,0,0,0,0,1,1,2,UNS,
Aeonium_canariense,Crassulaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Aeonium_castello-paivae,Crassulaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Aeonium_ciliatum,Crassulaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Aeonium_davidbramwellii,Crassulaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Aeonium_decorum,Crassulaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Aeonium_goochiae,Crassulaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Aeonium_haworthii,Crassulaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Aeonium_hierrense,Crassulaceae,1,End,,1,1,0,0,0,0,0,2,UNS,
Aeonium_lancerottense,Crassulaceae,1,End,,0,0,0,0,0,0,1,1,UNS,
Aeonium_lindleyi,Crassulaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Aeonium_nobile,Crassulaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Aeonium_percarneum,Crassulaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Aeonium_pseudourbicum,Crassulaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Aeonium_saundersii,Crassulaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Aeonium_sedifolium,Crassulaceae,1,End,,0,1,1,1,0,0,0,3,UNS,
Aeonium_smithii,Crassulaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Aeonium_tabulaeforme,Crassulaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Aeonium_undulatum,Crassulaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Aeonium_urbicum,Crassulaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Aeonium_valverdense,Crassulaceae,1,End,,1,0,0,0,0,0,0,1,UNS,
Polygonum_balansae,Polygonaceae,1,NS,presence,0,0,0,1,1,0,0,2,THA,1
Aichryson_laxum,Crassulaceae,1,End,,1,1,1,1,1,1,0,6,UNS,
Aichryson_tortuosum,Crassulaceae,1,End,,0,0,0,0,0,1,1,2,UNS,
Aizoon_canariense,Aizoaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Aizoon_hispanicum,Aizoaceae,1,NP,,0,0,1,0,0,1,0,2,UNS,
Ajuga_iva,Lamiaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Alisma_lanceolatum,Alismataceae,1,NO,,0,0,0,0,1,0,0,1,UNS,
Allium_sphaerocephalum,Alliaceae,1,NO,,0,0,0,1,0,0,0,1,UNS,
Allium_subhirsutum,Alliaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Allium_subvillosum,Alliaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Allium_vineale,Alliaceae,1,NO,,0,1,0,1,1,1,1,5,UNS,
Anagallis_arvensis,Primulaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Anagyris_latifolia,Fabaceae,1,End,,0,1,1,1,1,0,0,4,UNS,
Androcymbium_hierrense,Liliaceae,1,End,,1,1,1,0,0,0,0,3,UNS,
Polygonum_maritimum,Polygonaceae,1,NS,presence,0,1,0,1,1,1,1,5,THA,1
Argyranthemum_filifolium,Asteraceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Argyrolobium_armindae,Fabaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Arisarum_simorrhinum,Araceae,1,NS,,0,0,0,1,1,1,1,4,UNS,
Artemisia_ramosa,Asteraceae,1,End,,0,0,0,1,1,0,0,2,UNS,
Artemisia_reptans,Asteraceae,1,NS,,0,0,0,1,1,1,0,3,UNS,
Artemisia_thuscula,Asteraceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Asphodelus_fistulosus,Asphodelaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Asphodelus_ramosus,Asphodelaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Asphodelus_tenuifolius,Asphodelaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Asteriscus_graveolens,Asteraceae,1,NS,,0,0,0,0,1,0,0,1,UNS,
Asteriscus_intermedius,Asteraceae,1,End,,0,0,0,0,0,1,1,2,UNS,
Suaeda_maritima,Chenopodiaceae,1,NS,presence,0,0,0,1,1,1,1,4,THA,1
Asteriscus_sericeus,Asteraceae,1,End,,0,0,0,0,0,1,0,1,UNS,
Astragalus_edulis,Fabaceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Astragalus_mareoticus,Fabaceae,1,NS,,0,0,0,0,0,1,1,2,UNS,
Astragalus_pelecinus,Fabaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Astragalus_stella,Fabaceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Brachypodium_arbuscula,Poaceae,1,End,,1,0,1,1,0,0,0,3,UNS,
Brachypodium_sylvaticum,Poaceae,1,NP,,1,1,1,1,1,0,0,5,UNS,
Brassica_bourgeaui,Brassicaceae,1,End,,1,1,1,1,0,0,0,4,UNS,
Bufonia_paniculata,Caryophyllaceae,1,NS,,0,1,1,1,1,0,0,4,UNS,
Buglossoides_arvensis,Boraginaceae,1,NP,,0,0,0,1,1,1,1,4,UNS,
Suaeda_mollis,Chenopodiaceae,1,NS,presence,0,0,0,1,1,1,1,4,THA,1
Calamintha_sylvatica,Lamiaceae,1,NP,,1,1,1,1,1,0,0,5,UNS,
Campanula_dichotoma,Campanulaceae,1,NS,,0,0,1,1,0,1,1,4,UNS,
Camptoloma_canariense,Scrophulariaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Carex_canariensis,Cyperaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Carex_divisa,Cyperaceae,1,NP,,1,0,0,0,0,0,0,1,UNS,
Carex_divulsa,Cyperaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Carrichtera_annua,Brassicaceae,1,NP,,1,0,1,1,1,1,1,6,UNS,
Catapodium_hemipoa,Poaceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Ceballosia_fruticosa,Boraginaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Cedronella_canariensis,Lamiaceae,1,NS,,1,1,1,1,1,0,0,5,UNS,
Chamaecytisus_proliferus,Fabaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Cheirolophus_burchardii,Asteraceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Cheirolophus_canariensis,Asteraceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Cheirolophus_dariasi,Asteraceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Cheirolophus_ghomerytus,Asteraceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Cheirolophus_junonianus,Asteraceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Cheirolophus_webbianus,Asteraceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Chenopodium_coronopus,Chenopodiaceae,1,End,,1,1,0,1,1,0,0,4,UNS,
Cistanche_phelipaea,Orobanchaceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Cistus_grancanariae,Cistaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Cistus_horrens,Cistaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Cistus_monspeliensis,Cistaceae,1,NS,,1,1,1,1,1,0,0,5,UNS,
Cistus_symphytifolius,Cistaceae,1,End,,0,1,0,1,0,0,0,2,UNS,
Cladium_mariscus,Cyperaceae,1,NO,,0,0,0,0,1,0,0,1,UNS,
Suaeda_spicata,Chenopodiaceae,1,NP,presence,0,0,0,0,0,1,0,1,THA,1
Convolvulus_floridus,Convolvulaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Convolvulus_fruticulosus,Convolvulaceae,1,End,,1,1,0,1,0,0,0,3,UNS,
Convolvulus_scoparius,Convolvulaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Convolvulus_subauriculatus,Convolvulaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Coronilla_viminalis,Fabaceae,1,NP,,0,0,0,0,1,1,1,3,UNS,
Crambe_scaberrima,Brassicaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Crambe_scoparia,Brassicaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Crambe_strigosa,Brassicaceae,1,End,,0,1,1,1,0,0,0,3,UNS,
Crambe_tamadabensis,Brassicaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Cryptotaenia_elegans,Apiaceae,1,End,,0,1,1,1,0,0,0,3,UNS,
Cuscuta_approximata,Cuscutaceae,1,NP,,0,0,0,1,1,1,1,4,UNS,
Cuscuta_planiflora,Cuscutaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Suaeda_vera,Chenopodiaceae,1,NS,presence,0,0,1,1,1,1,1,5,THA,1
Tetraena_fontanesii,Zygophyllaceae,1,NS,presence,1,0,1,1,1,1,1,6,THA,1
Tetraena_gaetula,Zygophyllaceae,1,NS,presence,0,0,0,0,0,1,0,1,THA,1
Cyperus_laevigatus,Cyperaceae,1,NP,,0,1,1,1,1,1,1,6,UNS,
Cyperus_teneriffae,Cyperaceae,1,NS,,0,0,0,1,1,0,0,2,UNS,
Dendriopoterium_menendezii,Rosaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Dendriopoterium_pulidoi,Rosaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Descurainia_artemisioides,Brassicaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Descurainia_bourgeauana,Brassicaceae,1,End,,0,1,0,1,0,0,0,2,UNS,
Descurainia_millefolia,Brassicaceae,1,End,,0,1,1,1,0,0,0,3,UNS,
Descurainia_preauxiana,Brassicaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Dicheranthus_plocamoides,Caryophyllaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Dipcadi_serotinum,Liliaceae,1,NP,,0,0,1,1,1,1,1,5,UNS,
Dorycnium_spectabile,Fabaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Echium_bethencourtii,Boraginaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Echium_bonnetii,Boraginaceae,1,End,,0,0,0,1,1,1,1,4,UNS,
Echium_brevirame,Boraginaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Echium_decaisnei,Boraginaceae,1,End,,0,0,0,0,1,1,1,3,UNS,
Echium_giganteum,Boraginaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Echium_lancerottense,Boraginaceae,1,End,,0,0,0,0,0,0,1,1,UNS,
Echium_leucophaeum,Boraginaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Echium_onosmifolium,Boraginaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Echium_plantagineum,Boraginaceae,1,NP,,1,1,1,1,1,0,0,5,UNS,
Echium_simplex,Boraginaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Echium_strictum,Boraginaceae,1,End,,1,1,1,1,1,0,0,5,UNS,
Echium_sventenii,Boraginaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Echium_triste,Boraginaceae,1,End,,0,0,1,1,1,0,0,3,UNS,
Echium_webbii,Boraginaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Erica_arborea,Ericaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Eritrichium_sventenii,Boraginaceae,1,NP,,0,0,0,0,0,1,0,1,UNS,
Erucastrum_canariense,Brassicaceae,1,End,,0,1,1,1,1,1,1,6,UNS,
Erucastrum_cardaminoides,Brassicaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Traganum_moquinii,Chenopodiaceae,1,NS,presence,0,0,1,1,1,1,1,5,THA,1
Euphorbia_atropurpurea,Euphorbiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Euphorbia_balsamifera,Euphorbiaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Euphorbia_berthelotii,Euphorbiaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Euphorbia_bourgeana,Euphorbiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Euphorbia_canariensis,Euphorbiaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Euphorbia_handiensis,Euphorbiaceae,1,End,,0,0,0,0,0,1,0,1,UNS,
Euphorbia_lamarckii,Euphorbiaceae,1,End,,1,1,1,1,0,0,0,4,UNS,
Aeonium_volkerii,Crassulaceae,1,End,presence,0,0,0,1,0,0,0,1,UNS,
Euphorbia_peplus,Euphorbiaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Euphorbia_regis-jubae,Euphorbiaceae,1,NS,,0,1,1,0,1,1,1,5,UNS,
Euphorbia_segetalis,Euphorbiaceae,1,NP,,0,1,0,1,0,0,1,3,UNS,
Euphorbia_serrata,Euphorbiaceae,1,NP,,0,0,0,1,1,1,1,4,UNS,
Euphorbia_terracina,Euphorbiaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Fagonia_cretica,Zygophyllaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Foeniculum_vulgare,Apiaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Forsskaolea_angustifolia,Urticaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Fumaria_bastardii,Fumariaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Fumaria_coccinea,Fumariaceae,1,End,,1,0,1,1,1,1,1,6,UNS,
Fumaria_muralis,Fumariaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Geranium_rotundifolium,Geraniaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Gladiolus_italicus,Iridaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Gonospermum_ferulaceum,Asteraceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Gonospermum_fruticosum,Asteraceae,1,End,,1,1,1,1,0,0,0,4,UNS,
Helianthemum_bramwelliorum,Cistaceae,1,End,,0,0,0,0,0,0,1,1,UNS,
Helianthemum_canariense,Cistaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Androcymbium_psammophilum,Liliaceae,1,End,presence,0,0,0,0,0,1,1,2,UNS,
Helianthemum_salicifolium,Cistaceae,1,NO,,0,0,0,0,1,0,0,1,UNS,
Helianthemum_thymiphyllum,Cistaceae,1,End,,0,0,0,0,0,1,1,2,UNS,
Heliotropium_ramosissimum,Boraginaceae,1,NS,,0,1,1,1,1,1,1,6,UNS,
Hippocrepis_multisiliquosa,Fabaceae,1,NP,,1,0,1,0,1,1,1,5,UNS,
Hippocrepis_salzmannii,Fabaceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Hyoscyamus_albus,Solanaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Hypericum_glandulosum,Hypericaceae,1,NS,,0,1,1,1,1,1,0,5,UNS,
Hypericum_grandifolium,Hypericaceae,1,NS,,1,1,1,1,1,1,1,7,UNS,
Hypericum_reflexum,Hypericaceae,1,End,,0,0,1,1,1,0,0,3,UNS,
Isoplexis_canariensis,Scrophulariaceae,1,End,,0,1,1,1,0,0,0,3,UNS,
Justicia_hyssopifolia,Acanthaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Kickxia_commutata,Scrophulariaceae,1,NO,,0,0,0,1,1,0,0,2,UNS,
Kickxia_pendula,Scrophulariaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Asteriscus_schultzii,Asteraceae,1,NS,presence,0,0,0,0,0,1,1,2,UNS,
Bupleurum_semicompositum,Apiaceae,1,NS,presence,1,0,1,1,1,1,1,6,UNS,
Lamarckia_aurea,Poaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Lavandula_bramwellii,Lamiaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Lavandula_buchii,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Lavandula_canariensis,Lamiaceae,1,End,,1,1,1,1,1,1,1,7,UNS,
Lavandula_pinnata,Lamiaceae,1,NS,,0,0,0,0,0,1,1,2,UNS,
Lavatera_acerifolia,Malvaceae,1,End,,0,1,1,1,1,1,1,6,UNS,
Lavatera_cretica,Malvaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Lobularia_maritima,Brassicaceae,1,NP,,1,1,0,1,1,0,0,4,UNS,
Loeflingia_hispanica,Caryophyllaceae,1,NP,,0,0,0,0,0,1,1,2,UNS,
Convolvulus_caput-medusae,Convolvulaceae,1,End,presence,0,0,0,0,1,1,0,2,UNS,
Lolium_rigidum,Poaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Cutandia_dichotoma,Poaceae,1,NP,presence,0,0,0,0,0,1,0,1,UNS,
Lotus_callis-viridis,Fabaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Lotus_emeroides,Fabaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Lotus_eremiticus,Fabaceae,1,End,,0,1,0,0,0,0,0,1,UNS,
Cynomorium_coccineum,Balanophoraceae,1,NP,presence,0,0,0,0,0,0,1,1,UNS,
Euphorbia_aphylla,Euphorbiaceae,1,End,presence,0,0,1,1,1,1,0,4,UNS,
Lotus_holosericeus,Fabaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Euphorbia_paralias,Euphorbiaceae,1,NS,presence,0,0,1,1,1,1,1,5,UNS,
Helianthemum_ledifolium,Cistaceae,1,NP,presence,0,0,0,0,0,1,1,2,UNS,
Kickxia_sagittata,Scrophulariaceae,1,NS,presence,0,0,0,1,1,1,1,4,UNS,
Lotus_mascaensis,Fabaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Kickxia_scoparia,Scrophulariaceae,1,End,presence,0,1,1,1,1,0,0,4,UNS,
Lolium_parabolicae,Poaceae,1,NP,presence,0,0,0,1,0,1,1,3,UNS,
Luzula_canariensis,Juncaceae,1,End,,0,0,1,1,0,0,0,2,UNS,
Luzula_forsteri,Juncaceae,1,NP,,0,0,1,1,1,0,0,3,UNS,
Lotus_arinagensis,Fabaceae,1,End,presence,0,0,0,0,1,0,0,1,UNS,
Matthiola_parviflora,Brassicaceae,1,NP,,1,1,1,1,1,1,1,7,UNS,
Melica_minuta,Poaceae,1,NS,,0,0,1,1,1,0,1,4,UNS,
Mercurialis_canariensis,Euphorbiaceae,1,End,,1,1,0,1,0,0,1,4,UNS,
Mesembryanthemum_crystallinum,Aizoaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Mesembryanthemum_nodiflorum,Aizoaceae,1,NO,,1,1,1,1,1,1,1,7,UNS,
Mesembryanthemum_theurkauffii,Aizoaceae,1,NP,,0,0,0,0,0,1,0,1,UNS,
Micromeria_hyssopifolia,Lamiaceae,1,End,,1,0,0,1,0,0,0,2,UNS,
Micromeria_lepida,Lamiaceae,1,End,,0,0,1,0,0,0,0,1,UNS,
Micromeria_leucantha,Lamiaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Micromeria_teneriffae,Lamiaceae,1,End,,0,0,0,1,0,0,0,1,UNS,
Micromeria_tenuis,Lamiaceae,1,End,,0,0,0,0,1,0,0,1,UNS,
Micromeria_varia,Lamiaceae,1,NS,,1,0,1,1,1,1,1,6,UNS,
Minuartia_geniculata,Caryophyllaceae,1,NP,,0,0,0,0,1,1,1,3,UNS,
Lotus_glaucus,Fabaceae,1,NS,presence,0,0,0,0,0,1,0,1,UNS,
